Institution,Year,Sentence_Cleaned,Sentence_Number
120s_UniversityofRhodeIsland_IPPolicy,2013,"While the Author is employed by the Institution, the Mediated Courseware shall not be sold, leased, rented, or otherwise used in a manner that competes in a substantial way with the for-credit offering of the Institution unless approved by the Provost and Vice President for Academic Affairs of the Institution.",2606
120s_UniversityofRhodeIsland_IPPolicy,2013,"The Institution shall have a perpetual, non-exclusive, royalty-free right to use such courseware for archival research purposes.",2607
120s_UniversityofRhodeIsland_IPPolicy,2013,"In the event that Significant Use of Institution Resources are used to develop or improve Mediated Courseware, the Author shall be required to obtain approval to use the Mediated Courseware outside of the Institution, and the provisions of section 10.44.12 of this Policy shall apply.",2608
120s_UniversityofRhodeIsland_IPPolicy,2013,Institution-directed Mediated Courseware.,2609
120s_UniversityofRhodeIsland_IPPolicy,2013,"When the Institution directs in a written employment contract or Copyright Agreement the creation of specific Mediated Courseware, copyright in the resulting Mediated Courseware belongs to the Board of Education or its designee, and the Institution shall have the exclusive right to revise it and decide who will utilize the Mediated Courseware in instruction.",2610
120s_UniversityofRhodeIsland_IPPolicy,2013,"Pursuant to this subsection, insofar as the Mediated Courseware is a Work for Hire, the Board of Education or its designee shall retain copyright ownership.",2611
120s_UniversityofRhodeIsland_IPPolicy,2013,Development of Institution-directed Mediated Courseware shall be reported to appropriate administrator(s) at the Institution.,2612
120s_UniversityofRhodeIsland_IPPolicy,2013,"Unless otherwise specified by this Policy, the Licensing Revenue received in excess of $10,000 as a result of copyright ownership by the Board of Education or its designee will be disbursed as follows: 60% to the Author, 20% to the College, and 20% to URIRF.",2613
120s_UniversityofRhodeIsland_IPPolicy,2013,"When the Author creates a Work involving Significant Use of Institutional Resources and if the Licensing Revenue is in excess of $10,000, the following steps should be followed to determine Copyright Ownership between the Author and the Board of Education or its designee: The Author will initiate the process by delivering a copy of the Work and complete and submit the completed Intellectual Property Disclosure to the IPMAC Office.",2614
120s_UniversityofRhodeIsland_IPPolicy,2013,The IPC will make a recommendation regarding Copyright ownership to VP DRED.,2615
120s_UniversityofRhodeIsland_IPPolicy,2013,"If the Board of Education or its designee has Copyright ownership, then a Copyright Agreement will be entered into between the Author and the VP DRED on behalf of the Institution or URIRF.",2616
120s_UniversityofRhodeIsland_IPPolicy,2013,"Only if requested, shall the Institution be responsible for copyright registration of Work owned by the Board of Education or its designee, and for administering contracts with its Author, including the responsibilities associated with maintaining records for copyright registration, royalty collection and distribution, marketing, and such other actions as are appropriate.",2617
120s_UniversityofRhodeIsland_IPPolicy,2013,The Institution and the Author shall cooperate in the pursuit of copyright protection.,2618
120s_UniversityofRhodeIsland_IPPolicy,2013,"In all other cases, the Author will assume the responsibilities associated with maintaining records for copyright registration, royalty collection, marketing, and such other actions as are appropriate.",2619
120s_UniversityofRhodeIsland_IPPolicy,2013,Trademark Intellectual Property Policy.,2620
120s_UniversityofRhodeIsland_IPPolicy,2013,"The URIRF or the Board of Education or its designee shall be listed as the owner of any trademark or service mark for which an application for registration is filed, unless an agreement is to the contrary.",2621
120s_UniversityofRhodeIsland_IPPolicy,2013,"Trademarks and service marks shall be filed, prosecuted, registered, and maintained by the Institution at the Institution's expense.",2622
120s_UniversityofRhodeIsland_IPPolicy,2013,"The URIRF's or the Institution's preference will be to secure federal trademark and service mark registrations, but the Institution reserves the right to secure one or more state registrations.",2623
120s_UniversityofRhodeIsland_IPPolicy,2013,The URIRF or the Board of Education or its designee may license to a third party rights in one or more trademarks or service marks owned by the Board of Education or its designee.,2624
120s_UniversityofRhodeIsland_IPPolicy,2013,"Any such license must at minimum reserve to the URIRF or the Institution, the express right to monitor and supervise the use of the mark by the licensee.",2625
120s_UniversityofRhodeIsland_IPPolicy,2013,"Trademarks developed by faculty, students, staff, or others of the Institution shall, where practicable, be treated in the same manner as other forms of IP.",2626
120s_UniversityofRhodeIsland_IPPolicy,2013,"In order to be recognized as a Creator of a trademark, one or more faculty members, students, or staff or others must submit a written statement of creation to the IPMAC Office, preferably before the mark is first used by the Institution but no later than six months after an application to register the mark is filed by the Institution.",2627
120s_UniversityofRhodeIsland_IPPolicy,2013,"A statement of creation must set forth the identity and contact information of each Creator, a detailed description of the mark, the circumstances of the creation, and the goods and/or services of the Institution to which the mark applies or could apply.",2628
120s_UniversityofRhodeIsland_IPPolicy,2013,A separate statement must be submitted for each mark.,2629
120s_UniversityofRhodeIsland_IPPolicy,2013,"Revenue generated through commercialization of goods or services, including technology, under one or more trademarks owned by the Board of Education or its designee that is attributable solely to such trademark(s), such as trademark licensing fees and royalties, shall be deemed Cumulative Net Royalties and distributed under the Copyright Intellectual Property Policy for purposes of this Policy.",2630
120s_UniversityofRhodeIsland_IPPolicy,2013,"In no instance, and regardless of ownership, may the Institution's Trademarks or identity be used, expressly or impliedly, in connection with the endorsement of any Trademark IP.",2631
120s_UniversityofRhodeIsland_IPPolicy,2013,"For purposes of this subsection, ""identity"" shall include full or partial names or identifiers, physical addresses, Internet or web addresses, trademarks, service marks, logos, emblems, or seals.",2632
120s_UniversityofRhodeIsland_IPPolicy,2013,"Assignments, license agreements, and other transfers of rights or ownership in any Trademark IP to third parties shall include this limitation.",2633
120s_UniversityofRhodeIsland_IPPolicy,2013,Sections contain definitions/explanations of many terms used in the preceding Intellectual Policy segments.,2635
120s_UniversityofRhodeIsland_IPPolicy,2013,The terms are arranged in alphabetical order.,2636
120s_UniversityofRhodeIsland_IPPolicy,2013,"""Affiliated Foundation"": An Affiliated Foundation is a third party organized as a nonprofit entity as described in section 501(c)(3) of the Internal Revenue Code of 1986, that has as one of its primary functions the management of Institution IP and that receives Licensing Revenue and gifts, and supports or promotes the Institution or Institution research under 37 CFR Part 401 and 35 U.S.C.",2637
120s_UniversityofRhodeIsland_IPPolicy,2013,"URI Research Foundation (referred to as ""URIRF"") is the sole Affiliated Foundation, unless deemed otherwise by the Board of Education or its designee.",2639
120s_UniversityofRhodeIsland_IPPolicy,2013,"""Author"": A person who creates a Copyrightable Work.",2640
120s_UniversityofRhodeIsland_IPPolicy,2013,"""Copyright Agreement"": A written and signed agreement between the Author and the Institution that explicitly defines: the ownership of the Copyrightable Work, any control rights in cases of Mediated Courseware, any reimbursement for Significant Use of Institutional Resources, and/or the sharing of royalties.",2641
120s_UniversityofRhodeIsland_IPPolicy,2013,"""Copyrightable Work"" or ""Work"": An original Work by an Author which has been fixed in a tangible medium of expression from which it can be perceived, reproduced, or otherwise communicated, either directly or with the aid of a machine or device, such as books, journals, software, computer programs (including source code), musical Work, dramatic Work, videos, multimedia products, sound recordings, pictorial and graphical Work, etc.",2642
120s_UniversityofRhodeIsland_IPPolicy,2013,Any Copyrightable Work that is also an Invention shall be governed by the Patent Intellectual Property Policy.,2643
120s_UniversityofRhodeIsland_IPPolicy,2013,A Work may be the product of a single Author or a group of Authors who have collaborated on a project.,2644
120s_UniversityofRhodeIsland_IPPolicy,2013,See also Intellectual Property.,2645
120s_UniversityofRhodeIsland_IPPolicy,2013,"""Costs of IP Protection"": The expenses incurred by the Institution in conducting the research and in procuring, protecting, preserving, maintaining, and licensing IP and related rights.",2646
120s_UniversityofRhodeIsland_IPPolicy,2013,"This includes the costs of securing patent, copyright, or trademark protection in the United States and any foreign jurisdiction.",2647
120s_UniversityofRhodeIsland_IPPolicy,2013,"""Creator"": A person who contributes to the development of IP at the Institution in a significant manner and who under this Policy is entitled to the distribution of proceeds from commercialization.",2648
120s_UniversityofRhodeIsland_IPPolicy,2013,"For purposes of this Policy, wherever practicable, Creator shall be deemed to include the estate of any deceased person.",2649
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.17 ""Cumulative Net Royalties"": The cumulative lifetime gross revenues obtained from royalties, licensing or assignment fees, and/or the proceeds from the sale of equity, and/or the direct proceeds from the Institution's practicing its own IP, less the expenses incurred by the Institution in procuring, protecting, preserving, and maintaining IP rights, including legal fees associated with the IP, fees for patentability searches, fees arising out of litigation, fees for legal advice, or any fees or costs directly attributable to the IP being licensed.",2650
120s_UniversityofRhodeIsland_IPPolicy,2013,"Marketing and indirect costs, overhead, or other Institution costs usually associated with operation of the Institution and not directly attributable to the IP will not be deducted from gross revenues.",2651
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.18 ""Entrepreneurial Leave"": Creators may request entrepreneurial leave to pursue their leadership role in a new company formed to commercialize their invention into a product.",2652
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.19 ""Institution"": The University of Rhode Island.",2653
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.20 ""Intellectual Property"" or ""IP"": Collectively, all forms of property created by the mind including, but not limited to, Inventions, Trade Secrets, Processes, Business and Technical Know-how, Copyrightable Works, Trademarks and Service Marks, and Tangible Research Property.",2654
120s_UniversityofRhodeIsland_IPPolicy,2013,"Unless indicated otherwise, IP refers to properties owned by the Board of Education or its designee.",2655
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.21 ""Intellectual Property Committee"": A committee convened by the Institution under the guidance of its Vice President for DRED for purposes of reviewing and evaluating IP Disclosures.",2656
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.22 ""Intellectual Property Disclosure"": A written document that allows one skilled in the art to fully understand and practice, apply and/or commercialize IP.",2657
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.23 ""Intellectual Property Management and Commercialization Office"" or ""IPMAC Office"": The office having responsibility for the office of IP Management and Commercialization at the Institution or, where appropriate, its designee.",2658
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.24 ""Invention"": A process, method, discovery, device, plant, composition of matter, know-how, or other invention that reasonably appears to qualify for protection under United States patent law, including, but not limited to, utility patent, plant patent, design patent, certificate of Plant Variety Protection, whether or not actually patentable.",2659
120s_UniversityofRhodeIsland_IPPolicy,2013,This includes software that may also be a Copyrightable Work.,2660
120s_UniversityofRhodeIsland_IPPolicy,2013,An Invention may be the product of a single Inventor or a group of Inventors who have collaborated on a project.,2661
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.25 ""Inventor"": An individual who contributes to the conception of an Invention under U.S. patent law and who is identified as such on the licensed patent, patent application or unpatented technology.",2662
120s_UniversityofRhodeIsland_IPPolicy,2013,"In the case of a patent or patent application, according to U.S. patent law, an Inventor's contribution must be applicable to at least one claim.",2663
120s_UniversityofRhodeIsland_IPPolicy,2013,"For purposes of this Policy, wherever practicable, Inventor shall be deemed to include the estate of any deceased person who otherwise qualifies as an Inventor.",2664
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.26 ""Licensing Revenue"": Revenue derived from any agreement licensing or assigning IP rights to a third party in exchange for payment of licensing fees, research fees, milestone fees, sponsored research or development, royalties, equipment, equity, or like-in-kind payments.",2665
120s_UniversityofRhodeIsland_IPPolicy,2013,Licensing Revenue may be received by the Institution or URIRF.,2666
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.27 ""Mediated Courseware"": Teaching aids or instructional assets created and/or deployed electronically.",2667
120s_UniversityofRhodeIsland_IPPolicy,2013,"Mediated Courseware may incorporate text, graphics, video, and audio elements.",2668
120s_UniversityofRhodeIsland_IPPolicy,2013,"Examples of such materials include, but are not limited to, hypertext modules, simulation software, websites, and databases containing numbers, images, or text.",2669
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.28 ""Patent Protection Procedure"": The procedure established under section 10.43.21-33 for review of IP Disclosures by the Institution.",2670
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.29 ""Public Disclosure"": The description of an Invention in a printed publication, a patent application or at a conference, meeting, or other public gathering, in the United States or any other country, a sale or offer to sell an Invention, use of the Invention, other than as part of experimental use, in the United States, or disclosure to any person who is not required to maintain the Invention's confidentiality.",2671
120s_UniversityofRhodeIsland_IPPolicy,2013,"A Public Disclosure is ""enabling"" when it permits a person having ordinary skill in the art to which it pertains to practice the Invention without undue experimentation.",2672
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.30 ""Rhode Island Board of Education"": Chief policy setting body overseeing K-20 education in Rhode Island.",2673
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.31 ""Significant Use of Institutional Resources"": An Author's use of other employees' time or Institutional facilities or equipment that appreciably increases the Institution's costs beyond those normally incurred in support of an employee in the Institution.",2674
120s_UniversityofRhodeIsland_IPPolicy,2013,"Significant Use does not include the normal use of Institutional employees' time, facilities, or equipment commonly available to faculty, staff, or the public, such as libraries, Internet access, office space, office equipment, computers, and/or office supplies, unless otherwise specified in a written agreement.",2675
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.32 ""Tangible Research Property"": Tangible items produced in the course of research including, but not limited to, such items as biological materials, engineering drawings, integrated circuit chips, computer databases, prototype devices, circuit diagrams, and equipment.",2676
120s_UniversityofRhodeIsland_IPPolicy,2013,"Individual items of Tangible Research Property may be associated with one or more intangible properties, such as Inventions, Copyrightable Work, and Trademarks.",2677
120s_UniversityofRhodeIsland_IPPolicy,2013,An item of Tangible Research Property may be the product of a single Inventor or group of Inventors who have collaborated on the project.,2678
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.33 ""Trade Secret"": Information, including a formula, pattern, compilation, program, device, method, technique or process, that derives independent economic value, actual or potential, from not being generally known to, and not being readily ascertainable by proper means by, other persons who can obtain economic value from its disclosure or use.",2679
120s_UniversityofRhodeIsland_IPPolicy,2013,See also Intellectual Property.,2680
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.34 ""Trademark"" (including Service Mark): A distinctive word, design, or graphic symbol, or combination word and design, that distinguishes the goods and services of one party from those of another and identifies these goods and services, such as names or symbols used in conjunction with plant varieties or computer programs, or the Institutional names, logos, or derivatives thereof.",2681
120s_UniversityofRhodeIsland_IPPolicy,2013,See also Intellectual Property.,2682
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.35 ""Vice President for Division of Research and Economic Development"" or ""VP DRED"": The individual holding the office of Vice President for Division of Research and Economic Development at the Institution or, where appropriate, his or her designee.",2683
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.46.36 ""Work for Hire"": Defined pursuant to federal Copyright Law which includes a Work prepared by employees, staff, faculty, or student within the scope of their employment, or a Work created pursuant to a written agreement by third party identifying the Work as a Work for Hire.",2684
120s_UniversityofRhodeIsland_IPPolicy,2013,"Unless a Copyright Agreement provides otherwise, software created by employees within the scope of their employment and not treated as Mediated Courseware under sections 10.44.10-17 of this Policy shall be treated as a Work for Hire.",2685
120s_UniversityofRhodeIsland_IPPolicy,2013,10.47.10 Applications for Research Grants and Contracts.,2686
120s_UniversityofRhodeIsland_IPPolicy,2013,All applications for Research Grants and Contracts must be signed by the Vice President for Research and Economic Development or the Vice President for Administration or their respective designees.,2687
120s_UniversityofRhodeIsland_IPPolicy,2013,At least one such signature must carry full Board authority to contract for the University of Rhode Island.,2688
120s_UniversityofRhodeIsland_IPPolicy,2013,10.48.10 Application for Grants or Gifts which have Academic Implications.,2689
120s_UniversityofRhodeIsland_IPPolicy,2013,"When a grant or gift proposal is initiated, the principal investigator, department chairperson, and academic dean are responsible for reviewing the proposal and bringing to the attention of all appropriate parties any elements which imply or specify commitments which exceed their authority or fall within the purview of the Faculty Senate.",2690
120s_UniversityofRhodeIsland_IPPolicy,2013,Scholarly activity supported wholly or in part by third parties is hereby defined as sponsored research for the purposes of section 10.49.11.,2692
120s_UniversityofRhodeIsland_IPPolicy,2013,10.49.11 Graduate Students Engaged in Sponsored Research.,2693
120s_UniversityofRhodeIsland_IPPolicy,2013,The Dean of the Graduate School is the only person authorized to approve those terms in any agreement with third parties that place restrictions on graduate students engaged in sponsored research.,2694
120s_UniversityofRhodeIsland_IPPolicy,2013,"The University will not honor any such agreements made without authorized approval, and faculty engaged in unapproved agreements will consequently assume any and all resultant liabilities as individuals.",2695
120s_UniversityofRhodeIsland_IPPolicy,2013,"The University shall have exclusive rights to publish the results of all investigations conducted by members of the University staff as part of their assigned duty, in whatever form is considered desirable.",2697
120s_UniversityofRhodeIsland_IPPolicy,2013,"By written agreement, publication may be deferred at the request of a collaborating party for a period, depending upon the requirements of public interest.",2698
120s_UniversityofRhodeIsland_IPPolicy,2013,10.60.10 Employee Injury Claims.,2699
120s_UniversityofRhodeIsland_IPPolicy,2013,Any employee injured on the job during the course of his or her employment shall promptly report this information to the office of Human Resource Administration on the prescribed Workers' Compensation injury forms.,2700
120s_UniversityofRhodeIsland_IPPolicy,2013,All injuries shall be reported whether or not immediate medical treatment is obtained.,2701
120s_UniversityofRhodeIsland_IPPolicy,2013,Employees are allowed to seek medical attention from any physician of their choice.,2702
120s_UniversityofRhodeIsland_IPPolicy,2013,No person other than a faculty member shall have the use of laboratories or classrooms outside of scheduled hours except with written permission of the chairperson of the department concerned.,2704
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.61.11 Smoking is prohibited in all buildings and facilities, except in areas specifically designated by the President.",2705
120s_UniversityofRhodeIsland_IPPolicy,2013,For Non-Smoking Policy see Appendix G. 10.62.10 News and Information.,2706
120s_UniversityofRhodeIsland_IPPolicy,2013,It is the policy of the University to distribute news and information about campus activities to broad audiences through the URI News Bureau.,2707
120s_UniversityofRhodeIsland_IPPolicy,2013,The purpose of this centralization of public information activities is to permit an orderly flow of information and fair treatment of all media.,2708
120s_UniversityofRhodeIsland_IPPolicy,2013,"In order to do this work, professionally trained personnel are employed who have the equipment, background information, and the day-to-day experience necessary to service the press, radio and television, and other groups requiring authoritative information.",2709
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.62.11 It is also the policy of the University to encourage administrative officials and faculty, when contacted by the News Bureau, to answer questions regarding their areas of responsibility, since these persons have the detailed data and experience necessary for a full understanding of the subject.",2710
120s_UniversityofRhodeIsland_IPPolicy,2013,"When there are questions beyond their scope of responsibility, or questions about University-wide policies, University personnel are requested to contact their immediate superiors, the Vice President of their division, or in their absence, the Director of Communications, who may seek assistance from the President of the University or such other persons as he or she deems necessary to answer questions.",2711
120s_UniversityofRhodeIsland_IPPolicy,2013,"Disciplinary, personnel, and confidential matters, the disclosure of which might be detrimental to the individuals or to the orderly process of the University, should be referred to the Director of Communications.",2712
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.62.12 With regard to the relationship between the University's police and press, the Director of Security and the Director of Communications exercise supervision over the distribution of information in keeping with established policies.",2713
120s_UniversityofRhodeIsland_IPPolicy,2013,The University will not report information when premature disclosure would prevent the apprehension of persons suspected of being involved in criminal acts where such disclosure would hamper police officials in the prosecution of a case before the courts.,2714
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.62.13 Conduct in violation of University regulations, which is not in violation of the laws of the external community, is proscribed by the University and is disciplined by the University because it interferes with the University's basic objectives.",2715
120s_UniversityofRhodeIsland_IPPolicy,2013,"The University generally will not release information about disciplinary action taken by the University against a student, faculty, or personnel for violation of these regulations.",2716
120s_UniversityofRhodeIsland_IPPolicy,2013,10.70.10 Policies on Fund Raising.,2717
120s_UniversityofRhodeIsland_IPPolicy,2013,The University encourages private giving to help meet its needs.,2718
120s_UniversityofRhodeIsland_IPPolicy,2013,"All University personnel seeking to solicit money, foundation grants, equipment, or any other forms of private support in the name of the University shall first consult with the Vice President for University Advancement for approval of the proposed fund raising procedures and the potential donors who will be contacted.",2719
120s_UniversityofRhodeIsland_IPPolicy,2013,10.70.11 University personnel who are requested to cooperate with external groups seeking to raise money in the University's name must advise the group of the University's policies on fund raising (sections 10.70.10-16).,2720
120s_UniversityofRhodeIsland_IPPolicy,2013,"If any external group is unwilling to follow these procedures, University personnel may not participate in these efforts and the groups involved shall not be allowed to solicit funds using the name or logo of the University in any manner nor shall University employees accept funds from these groups.",2721
120s_UniversityofRhodeIsland_IPPolicy,2013,10.70.12 All gifts shall be recorded by the Development Office for credit to appropriate accounts and reported to the Vice President concerned.,2722
120s_UniversityofRhodeIsland_IPPolicy,2013,The Development Office shall prepare acknowledgments for such gifts.,2723
120s_UniversityofRhodeIsland_IPPolicy,2013,10.70.13 All proposed gifts or general funds which involve restrictions must be reviewed by the Vice President for University Advancement before the gift is accepted or the fund is created.,2724
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.70.14 Once accepted, gifts must be used in accord with the donor's wishes.",2725
120s_UniversityofRhodeIsland_IPPolicy,2013,"Therefore, at the end of each fiscal year, or sooner, if requested, a detailed accounting of all gift receipts and expenditures shall be made to the President of the University, the Vice President for Administration, the Vice President for University Advancement, and to the officers of any alumni organization involved in obtaining the gifts.",2726
120s_UniversityofRhodeIsland_IPPolicy,2013,Accounts which are not otherwise audited by the University shall be audited annually in accord with generally accepted professional accounting procedures.,2727
120s_UniversityofRhodeIsland_IPPolicy,2013,A copy of the audit report shall be made available to the President and other University staff as the President may designate.,2728
120s_UniversityofRhodeIsland_IPPolicy,2013,10.70.15 Expenditures and withdrawals from gift accounts will be made only in accordance with approved procedures and policies administered by the Vice President for Administration.,2729
120s_UniversityofRhodeIsland_IPPolicy,2013,A gift accepted by the University shall be subject to all University established accounting controls over disbursements and reporting.,2730
120s_UniversityofRhodeIsland_IPPolicy,2013,"Withdrawals and expenditures from Alumni gift accounts may require the signature of designated Alumni organization officers, in addition to those internal signatures required by the Vice President for Administration.",2731
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.70.16 It shall be the policy of the University to cooperate with external groups, particularly alumni who seek to raise funds in keeping with these policies.",2732
120s_UniversityofRhodeIsland_IPPolicy,2013,"If a group wishes to use Alumni services, many of which are supported by Alumni contributions, these services can only be provided in accordance with approved Alumni Association and the Division of University Advancement policies.",2733
120s_UniversityofRhodeIsland_IPPolicy,2013,10.72.10 Procedure for Revisions to the Distribution of Facilities and Administrative (Overhead) Funds.,2734
120s_UniversityofRhodeIsland_IPPolicy,2013,"At the beginning of each fiscal year, a subcommittee of the Council for Research shall review procedures and distribution of Facilities and Administrative funds (research overhead funds).",2735
120s_UniversityofRhodeIsland_IPPolicy,2013,"The review shall evaluate the current expenditure and distribution plan with regard to URI's changing needs and resources, examine, as desirable, F&A 125 distribution plans at other peer public research institutions, and produce a report including, as appropriate, any recommendations for changes in distribution to be considered for implementation in the subsequent fiscal year.",2736
120s_UniversityofRhodeIsland_IPPolicy,2013,10.72.11 The Subcommittee shall be chaired by the Vice President of Research and Economic Development and the Chair of the Council for Research shall be Vice Chair.,2737
120s_UniversityofRhodeIsland_IPPolicy,2013,"The subcommittee shall also consist of four additional faculty members from the Council for Research elected by the Council before its last meeting in the spring and one designee each of the President, the Provost, and the Vice President for Administration and Finance.",2738
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.72.12 Specific arrangements proposed for centers or projects must be reviewed and approved by the Vice President of Research and Economic Development after consultation with the President, PIs, Provost, and appropriate deans, directors, and chairs.",2739
120s_UniversityofRhodeIsland_IPPolicy,2013,"Such arrangements shall be in writing, be presented to the Subcommittee, and have a defined term (no more than three years) after which they shall be reviewed and, if appropriate, re-established or renegotiated.",2740
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.72.13 Entities receiving F&A funds shall make a full and accurate accounting of how funds were spent during the prior fiscal year, including all sponsored projects administration (SPA) expenditures.",2741
120s_UniversityofRhodeIsland_IPPolicy,2013,These reports shall be submitted by October 1 of each year to the Controller by all university units that have expenses related to F&A funds.,2742
120s_UniversityofRhodeIsland_IPPolicy,2013,The Controller will review to ensure reports are reconciled with audit statements.,2743
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.72.14 During the review process, a draft of the report shall be made available to faculty for a minimum 2-week comment period.",2744
120s_UniversityofRhodeIsland_IPPolicy,2013,"The Subcommittee shall consider these comments in production of their final report, which shall be submitted to the Council for Research to forward to the Faculty Senate Executive Committee, the President, Provost, Vice President of Research and Economic Development, and Vice President of Administration and Finance no later than January 31 for review, discussion, and approval, and then is subject to final approval by the President.",2745
120s_UniversityofRhodeIsland_IPPolicy,2013,The President shall submit an annual report to the Board and the Faculty Senate on the use of indirect cost recovery funds and any changes in the distribution of funds for the coming year.,2746
120s_UniversityofRhodeIsland_IPPolicy,2013,"The Vice President for Administration shall publish and make available to all faculty a calendar showing key dates for the annual budget process which affect all faculty, department heads, and deans.",2748
120s_UniversityofRhodeIsland_IPPolicy,2013,10.80.11 Department chairpersons shall solicit actively faculty participation in the budget process of the department.,2749
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.80.12 If the majority of the faculty in an individual department or unit so chooses, it shall establish annually a small budget task force to assist the department or unit in analyzing needs and projected requirements.",2750
120s_UniversityofRhodeIsland_IPPolicy,2013,The task force shall also make recommendations to the chairperson on priorities regarding budgetary needs as well as in the allocation of funds in the existing budget.,2751
120s_UniversityofRhodeIsland_IPPolicy,2013,10.80.13 The Vice President for Administration shall make available in the University Library two copies of the budget request as submitted to the Board of Governors when finalized for a given fiscal year.,2752
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.90.9 The Administrator Evaluation Coordinator, or AE Coordinator, shall contact the Provost or the President, as appropriate, each March to plan for administrator evaluations for the following academic year.",2753
120s_UniversityofRhodeIsland_IPPolicy,2013,Administrator evaluations are carried out as described in sections 10.90.10-10.90.17.,2754
120s_UniversityofRhodeIsland_IPPolicy,2013,"After identifying the administrators to be reviewed for the following academic year, the AE Coordinator shall schedule a meeting with the administrators to be reviewed.",2755
120s_UniversityofRhodeIsland_IPPolicy,2013,The initial meeting shall include the administrator's supervisor.,2756
120s_UniversityofRhodeIsland_IPPolicy,2013,The purpose of the initial meeting is to provide an orientation to the review process.,2757
120s_UniversityofRhodeIsland_IPPolicy,2013,The AE Coordinator will act as a facilitator for the process.,2758
120s_UniversityofRhodeIsland_IPPolicy,2013,10.90.10 Faculty Evaluation of Administrators.,2759
120s_UniversityofRhodeIsland_IPPolicy,2013,"The purpose of Administrator Evaluation is to conduct a thorough performance review of administrators, using a well-defined procedure as outlined in the University Manual.",2760
120s_UniversityofRhodeIsland_IPPolicy,2013,The performance review includes input obtained through use of an electronic survey completed by the administrator's constituency group.,2761
120s_UniversityofRhodeIsland_IPPolicy,2013,"The electronic survey results are summarized, documented, and shared with the administrator and the administrator's supervisor.",2762
120s_UniversityofRhodeIsland_IPPolicy,2013,The review results provide administrators with critical feedback from their constituency to help them improve and excel in their positions and/or identify problem areas that must be addressed.,2763
120s_UniversityofRhodeIsland_IPPolicy,2013,The review results provide important information to the administrator's supervisor within the timeframe for a decision on the reappointment of the administrator and establishment of goals and objectives for the new contract period.,2764
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.90.11 The President, the Provost and Vice President for Academic Affairs, the Vice President for Research and Economic Development, all Vice Provosts, and all academic deans including the Dean of the University College for Academic Success, the Graduate School, the Graduate School of Oceanography, and of the Library are subject to faculty evaluation.",2765
120s_UniversityofRhodeIsland_IPPolicy,2013,The evaluation shall be scheduled during the academic year immediately preceding the consideration of reappointment of each administrator.,2766
120s_UniversityofRhodeIsland_IPPolicy,2013,Administrators must be reviewed through this process prior to their reappointment.,2767
120s_UniversityofRhodeIsland_IPPolicy,2013,"The administrator evaluation process is based in part on peer reviews, which are a fundamental practice in academia.",2769
120s_UniversityofRhodeIsland_IPPolicy,2013,"Therefore, objective and balanced evaluations are necessary for an effective review process.",2770
120s_UniversityofRhodeIsland_IPPolicy,2013,Each member of an administrator's constituent group shall be invited to participate through an electronic survey which will include an open-ended comment section allowing for submission of written comments.,2771
120s_UniversityofRhodeIsland_IPPolicy,2013,The AE Coordinator shall be responsible for overseeing and coordinating the entire evaluation process for all administrators.,2772
120s_UniversityofRhodeIsland_IPPolicy,2013,"The AE Coordinator shall request and receive a copy of the administrator's job description, curriculum vita, and statement of accomplishments since her/his initial appointment or last review date.",2773
120s_UniversityofRhodeIsland_IPPolicy,2013,The documents provided by the administrators under review shall be distributed by the AE Coordinator to their constituencies.,2774
120s_UniversityofRhodeIsland_IPPolicy,2013,The survey responses shall be handled confidentially by the AE Coordinator.,2775
